Station name,Armley
Station number,"F1707"
External number,---
River,River Aire
Operator,---
NGR,SE2805734020
Easting,"428057"
Northing,"434020"
Parameter-name,FQ [Flow]
Parameter Type,Flow
Time series name,YOR/F1707/FQ/15m.Cmd.Runoff.C
Time series unit,m³/s
Time level,High-resolution
Time series type,Other
Equidistant time series,yes
Time series value distance,15 minute
Time series quality,Production
Time series measuring method,---
Period of record in file: 01/05/2015 00:00:00 to 30/03/2016 23:45:00
Quality code description, G = good; E = estimated; S = suspect; U = unchecked; M = missing; C = complete; I = incomplete; Ed = edited; WR = within rating; NR = no rating; EX> = extrapolated upper part; EX< = extrapolated lower part; BL> = beyond upper limit; BL< = beyond lower limit; MH = weir modular (head); NH = weir non modular (head); EH = weir extremely non modular (head); MT = weir modular (tail); NT = weir non modular (tail); ET = weir extremely non modular (tail); MC = weir modular (crest); NC = weir non modular (crest); EC = weir extremely non modular (crest); -H = weir head only; RAS = rastered time stamp; A = apportioned/interpolated; D = dry; SN = snow; T = trace
Time stamp,Value[m³/s],State of value,Interpolation,Tags,Comments
01/05/2015 00:00:00,7.15,G;WR,102
01/05/2015 00:15:00,7.27,G;WR,102
01/05/2015 00:30:00,7.33,G;WR,102
01/05/2015 00:45:00,7.30,G;WR,102
01/05/2015 01:00:00,7.36,G;WR,102
01/05/2015 01:15:00,7.33,G;WR,102
01/05/2015 01:30:00,7.39,G;WR,102
01/05/2015 01:45:00,7.39,G;WR,102
01/05/2015 02:00:00,7.42,G;WR,102
01/05/2015 02:15:00,7.42,G;WR,102
01/05/2015 02:30:00,7.39,G;WR,102
01/05/2015 02:45:00,7.39,G;WR,102
01/05/2015 03:00:00,7.30,G;WR,102
01/05/2015 03:15:00,7.27,G;WR,102
01/05/2015 03:30:00,7.21,G;WR,102
01/05/2015 03:45:00,7.15,G;WR,102
01/05/2015 04:00:00,7.15,G;WR,102
01/05/2015 04:15:00,7.07,G;WR,102
01/05/2015 04:30:00,7.07,G;WR,102
01/05/2015 04:45:00,6.98,G;WR,102
01/05/2015 05:00:00,6.83,G;WR,102
01/05/2015 05:15:00,6.80,G;WR,102
01/05/2015 05:30:00,6.71,G;WR,102
01/05/2015 05:45:00,6.71,G;WR,102
01/05/2015 06:00:00,6.71,G;WR,102
01/05/2015 06:15:00,6.63,G;WR,102
01/05/2015 06:30:00,6.57,G;WR,102
01/05/2015 06:45:00,6.54,G;WR,102
01/05/2015 07:00:00,6.51,G;WR,102
01/05/2015 07:15:00,6.42,G;WR,102
01/05/2015 07:30:00,6.36,G;WR,102
01/05/2015 07:45:00,6.36,G;WR,102
01/05/2015 08:00:00,6.28,G;WR,102
01/05/2015 08:15:00,6.31,G;WR,102
01/05/2015 08:30:00,6.19,G;WR,102
01/05/2015 08:45:00,6.25,G;WR,102
01/05/2015 09:00:00,6.19,G;WR,102
01/05/2015 09:15:00,6.16,G;WR,102
01/05/2015 09:30:00,6.13,G;WR,102
01/05/2015 09:45:00,6.13,G;WR,102
01/05/2015 10:00:00,6.16,G;WR,102
01/05/2015 10:15:00,6.10,G;WR,102
01/05/2015 10:30:00,6.13,G;WR,102
01/05/2015 10:45:00,6.16,G;WR,102
01/05/2015 11:00:00,6.25,G;WR,102
01/05/2015 11:15:00,6.31,G;WR,102
01/05/2015 11:30:00,6.45,G;WR,102
01/05/2015 11:45:00,6.45,G;WR,102
01/05/2015 12:00:00,6.63,G;WR,102
01/05/2015 12:15:00,6.69,G;WR,102
01/05/2015 12:30:00,6.72,G;WR,102
01/05/2015 12:45:00,6.77,G;WR,102
01/05/2015 13:00:00,6.75,G;WR,102
01/05/2015 13:15:00,6.66,G;WR,102
01/05/2015 13:30:00,6.69,G;WR,102
01/05/2015 13:45:00,6.66,G;WR,102
01/05/2015 14:00:00,6.69,G;WR,102
01/05/2015 14:15:00,6.60,G;WR,102
01/05/2015 14:30:00,6.60,G;WR,102
01/05/2015 14:45:00,6.57,G;WR,102
01/05/2015 15:00:00,6.57,G;WR,102
